LC;NE;5002444944500;1882;PREMIO ARANCEL HOSP.CCT.;0;86944.00;20240401
LC;NE;5002266730500;1882;PREMIO ARANCEL HOSP.CCT.;0;86944.00;20240401
LC;NE;5002990866000;1882;PREMIO ARANCEL HOSP.CCT.;0;86944.00;20240401
LC;NE;5002684464500;1882;PREMIO ARANCEL HOSP.CCT.;0;86944.00;20240401
LC;NE;5004247914100;1882;PREMIO ARANCEL HOSP.CCT.;0;86944.00;20240401
LC;NE;5003793705100;1882;PREMIO ARANCEL HOSP.CCT.;0;86944.00;20240401
LC;NE;5001179207500;1882;PREMIO ARANCEL HOSP.CCT.;0;86944.00;20240401
LC;NE;5003394658000;1882;PREMIO ARANCEL HOSP.CCT.;0;86944.00;20240401
LC;NE;5002709257300;1882;PREMIO ARANCEL HOSP.CCT.;0;86944.00;20240401
LC;NE;5003844372700;1882;PREMIO ARANCEL HOSP.CCT.;0;86944.00;20240401
LC;NE;5001636655300;1882;PREMIO ARANCEL HOSP.CCT.;0;86944.00;20240401
LC;NE;5002868243400;1882;PREMIO ARANCEL HOSP.CCT.;0;86944.00;20240401
LC;NE;5003466523200;1882;PREMIO ARANCEL HOSP.CCT.;0;86944.00;20240401
LC;NE;5003706778500;1882;PREMIO ARANCEL HOSP.CCT.;0;86944.00;20240401
LC;NE;5002430466500;1882;PREMIO ARANCEL HOSP.CCT.;0;86944.00;20240401
LC;NE;5003714771900;1882;PREMIO ARANCEL HOSP.CCT.;0;86944.00;20240401
LC;NE;5002887016600;1882;PREMIO ARANCEL HOSP.CCT.;0;86944.00;20240401
LC;NE;5003880423700;1882;PREMIO ARANCEL HOSP.CCT.;0;86944.00;20240401
LC;OA;5001697831400;1882;PREMIO ARANCEL HOSP.CCT.;0;86944.00;20240401
LC;NE;5002946304800;1882;PREMIO ARANCEL HOSP.CCT.;0;86944.00;20240401
LC;NE;5002319032300;1882;PREMIO ARANCEL HOSP.CCT.;0;86944.00;20240401
LC;NE;5002637376200;1882;PREMIO ARANCEL HOSP.CCT.;0;86944.00;20240401
LC;NE;5002688903600;1882;PREMIO ARANCEL HOSP.CCT.;0;86944.00;20240401
LC;NE;5002906662200;1882;PREMIO ARANCEL HOSP.CCT.;0;86944.00;20240401
LC;NE;5003814735100;1882;PREMIO ARANCEL HOSP.CCT.;0;86944.00;20240401
LC;NE;5001486613500;1882;PREMIO ARANCEL HOSP.CCT.;0;86944.00;20240401
LC;NE;5002021267000;1882;PREMIO ARANCEL HOSP.CCT.;0;86944.00;20240401
LC;NE;5001753627300;1882;PREMIO ARANCEL HOSP.CCT.;0;86944.00;20240401
LC;NE;5002479422600;1882;PREMIO ARANCEL HOSP.CCT.;0;86944.00;20240401
LC;NE;5002709219500;1882;PREMIO ARANCEL HOSP.CCT.;0;86944.00;20240401
LC;NE;5002597438400;1882;PREMIO ARANCEL HOSP.CCT.;0;86944.00;20240401
LC;NE;5001794620800;1882;PREMIO ARANCEL HOSP.CCT.;0;86944.00;20240401
LC;NE;5002565667400;1882;PREMIO ARANCEL HOSP.CCT.;0;86944.00;20240401
LC;NE;5002513446300;1882;PREMIO ARANCEL HOSP.CCT.;0;86944.00;20240401
LC;NE;5002340175400;1882;PREMIO ARANCEL HOSP.CCT.;0;86944.00;20240401
LC;NE;5002990876200;1882;PREMIO ARANCEL HOSP.CCT.;0;86944.00;20240401
LC;NE;5002684910000;1882;PREMIO ARANCEL HOSP.CCT.;0;86944.00;20240401
LC;NE;5002634450200;1882;PREMIO ARANCEL HOSP.CCT.;0;86944.00;20240401
LC;NE;5001684198400;1882;PREMIO ARANCEL HOSP.CCT.;0;86944.00;20240401
LC;NE;5004020805800;1882;PREMIO ARANCEL HOSP.CCT.;0;86944.00;20240401
LC;NE;5002484588700;1882;PREMIO ARANCEL HOSP.CCT.;0;86944.00;20240401
LC;NE;5002294177600;1882;PREMIO ARANCEL HOSP.CCT.;0;86944.00;20240401
